"","term","kana","pos","value"
"25102","実費","じっぴ","名詞",-0.30706
"25103","交通機関","こうつうきかん","名詞",-0.307067
"25104","一両","いちりょう","名詞",-0.307067
"25105","段違い","だんちがい","名詞",-0.307115
"25106","正反対","せいはんたい","名詞",-0.307121
"25107","後年","こうねん","名詞",-0.307121
"25108","添書","そえがき","名詞",-0.307147
"25109","癒合","ゆごう","名詞",-0.307162
"25110","回天","かいてん","名詞",-0.307179
"25111","破門","はもん","名詞",-0.30721
"25112","擬似","ぎじ","名詞",-0.307223
"25113","磁気機雷","じききらい","名詞",-0.307232
"25114","とど","とど","名詞",-0.307238
"25115","着衣","ちゃくい","名詞",-0.307256
"25116","ハレム","ハレム","名詞",-0.307262
"25117","出し入れ","だしいれ","名詞",-0.307263
"25118","九泉","きゅうせん","名詞",-0.307263
"25119","予鈴","よれい","名詞",-0.307279
"25120","抵当権","ていとうけん","名詞",-0.307282
"25121","首巻","くびまき","名詞",-0.307308
"25122","予習","よしゅう","名詞",-0.307312
"25123","土工","どこう","名詞",-0.307321
"25124","歩幅","ほはば","名詞",-0.307336
"25125","突破","とっぱ","名詞",-0.307343
"25126","工程","こうてい","名詞",-0.307343
"25127","試薬","しやく","名詞",-0.307346
"25128","捨子","すてご","名詞",-0.30735
"25129","啓発","けいはつ","名詞",-0.307351
"25130","豪雨","ごうう","名詞",-0.307376
"25131","五官","ごかん","名詞",-0.307383
"25132","国定","こくてい","名詞",-0.307383
"25133","浜納豆","はまなっとう","名詞",-0.307391
"25134","禅尼","ぜんに","名詞",-0.307404
"25135","走査","そうさ","名詞",-0.307406
"25136","極めて","きわめて","副詞",-0.307421
"25137","否定","ひてい","名詞",-0.307438
"25138","生作り","いけづくり","名詞",-0.307447
"25139","判取帳","はんとりちょう","名詞",-0.307452
"25140","常食","じょうしょく","名詞",-0.307483
"25141","社会保険","しゃかいほけん","名詞",-0.307499
"25142","祠","し","名詞",-0.307526
"25143","学割","がくわり","名詞",-0.307534
"25144","寄付","きふ","名詞",-0.307539
"25145","お上りさん","おのぼりさん","名詞",-0.307572
"25146","廷吏","ていり","名詞",-0.307606
"25147","ゴング","ゴング","名詞",-0.307643
"25148","大任","たいにん","名詞",-0.307645
"25149","割付","わりつけ","名詞",-0.307665
"25150","常連","じょうれん","名詞",-0.307665
"25151","殺風景","さっぷうけい","名詞",-0.307666
"25152","ヨーデル","ヨーデル","名詞",-0.307695
"25153","全権委員","ぜんけんいいん","名詞",-0.307729
"25154","テーブル","テーブルスピーチ","名詞",-0.307741
"25155","千秋","せんしゅう","名詞",-0.307745
"25156","仕官","しかん","名詞",-0.307749
"25157","世話好き","せわずき","名詞",-0.307755
"25158","急坂","きゅうはん","名詞",-0.307762
"25159","早見","はやみ","名詞",-0.307791
"25160","タリウム","タリウム","名詞",-0.307792
"25161","著大","ちょだい","名詞",-0.307793
"25162","心理戦","しんりせん","名詞",-0.307795
"25163","黒船","くろふね","名詞",-0.3078
"25164","仏体","ぶったい","名詞",-0.307811
"25165","発明","はつめい","名詞",-0.307829
"25166","臨本","りんぽん","名詞",-0.307855
"25167","何やら","なにやら","副詞",-0.307869
"25168","我が世","わがよ","名詞",-0.307877
"25169","話せる","はなせる","動詞",-0.307886
"25170","発進","はっしん","名詞",-0.307889
"25171","限り無い","かぎりない","形容詞",-0.307892
"25172","中称","ちゅうしょう","名詞",-0.307902
"25173","立至る","たちいたる","動詞",-0.307914
"25174","導線","どうせん","名詞",-0.307916
"25175","マンボ","マンボ","名詞",-0.307919
"25176","スタンプ","スタンプ","名詞",-0.307919
"25177","起臥","きが","名詞",-0.307924
"25178","構文","こうぶん","名詞",-0.30793
"25179","元本","がんぽん","名詞",-0.307933
"25180","腰刀","こしがたな","名詞",-0.307955
"25181","自重","じじゅう","名詞",-0.307961
"25182","刻限","こくげん","名詞",-0.307973
"25183","姓氏","せいし","名詞",-0.307981
"25184","ミサイル","ミサイル","名詞",-0.307983
"25185","警衛","けいえい","名詞",-0.307992
"25186","疑点","ぎてん","名詞",-0.308004
"25187","赤旗","あかはた","名詞",-0.308024
"25188","鰉","ひがい","名詞",-0.308039
"25189","厳存","げんそん","名詞",-0.308049
"25190","スラローム","スラローム","名詞",-0.308075
"25191","無垢","むく","名詞",-0.30809
"25192","テレックス","テレックス","名詞",-0.308092
"25193","油","あぶら","名詞",-0.308135
"25194","プロペラ","プロペラ","名詞",-0.308143
"25195","ライト","ライト","名詞",-0.308144
"25196","財産家","ざいさんか","名詞",-0.308148
"25197","スピッツ","スピッツ","名詞",-0.30817
"25198","楽章","がくしょう","名詞",-0.308185
"25199","域","いき","名詞",-0.308189
"25200","バプテスマ","バプテスマ","名詞",-0.308196
"25201","決着","けっちゃく","名詞",-0.308197
"25202","勝つ","かつ","動詞",-0.308207
"25203","欧文","おうぶん","名詞",-0.308231
"25204","御墨付","おすみつき","名詞",-0.30827
"25205","サミット","サミット","名詞",-0.308277
"25206","銚子","ちょうし","名詞",-0.308303
"25207","茶袋","ちゃぶくろ","名詞",-0.308313
"25208","真艫","まとも","名詞",-0.30832
"25209","黒潮","くろしお","名詞",-0.308321
"25210","景","けい","名詞",-0.308324
"25211","浮び上がる","うかびあがる","動詞",-0.308325
"25212","床払い","とこばらい","名詞",-0.308328
"25213","仲人","ちゅうにん","名詞",-0.308335
"25214","沸かし湯","わかしゆ","名詞",-0.308355
"25215","有体物","ゆうたいぶつ","名詞",-0.308372
"25216","勇姿","ゆうし","名詞",-0.308376
"25217","クリスマス","クリスマスカード","名詞",-0.308394
"25218","憎げ","にくげ","名詞",-0.308398
"25219","選炭","せんたん","名詞",-0.30841
"25220","刈取る","かりとる","動詞",-0.308441
"25221","斗枡","とます","名詞",-0.308451
"25222","大相撲","おおずもう","名詞",-0.308474
"25223","閏年","うるうどし","名詞",-0.30853
"25224","登坂","とはん","名詞",-0.308536
"25225","満貫","まんがん","名詞",-0.308538
"25226","振絞る","ふりしぼる","動詞",-0.308548
"25227","セレモニー","セレモニー","名詞",-0.308556
"25228","宵","よい","名詞",-0.30856
"25229","小社","しょうしゃ","名詞",-0.308565
"25230","年年","としどし","副詞",-0.30858
"25231","法服","ほうふく","名詞",-0.308597
"25232","ブロンズ","ブロンズ","名詞",-0.30862
"25233","転借","てんしゃく","名詞",-0.308638
"25234","オンブズマン","オンブズマン","名詞",-0.308644
"25235","手帳","てちょう","名詞",-0.308649
"25236","朗朗","ろうろう","名詞",-0.308673
"25237","議","ぎ","名詞",-0.308675
"25238","浅手","あさで","名詞",-0.308676
"25239","立坑","たてこう","名詞",-0.308687
"25240","カドミウム","カドミウム","名詞",-0.308729
"25241","元金","がんきん","名詞",-0.308754
"25242","照る","てる","動詞",-0.308772
"25243","おべんちゃら","おべんちゃら","名詞",-0.308773
"25244","ボクサー","ボクサー","名詞",-0.308807
"25245","論策","ろんさく","名詞",-0.308808
"25246","オーダー","オーダーメード","名詞",-0.308808
"25247","威儀","いぎ","名詞",-0.308815
"25248","素より","もとより","副詞",-0.308838
"25249","評語","ひょうご","名詞",-0.308841
"25250","毛唐","けとう","名詞",-0.308956
"25251","センサー","センサー","名詞",-0.308976
"25252","古狐","ふるぎつね","名詞",-0.30898
"25253","早着","そうちゃく","名詞",-0.30898
"25254","帆布","ほぬの","名詞",-0.308984
"25255","全土","ぜんど","名詞",-0.308987
"25256","杉蘚","すぎごけ","名詞",-0.308989
"25257","乳酪","にゅうらく","名詞",-0.308995
"25258","冠木門","かぶきもん","名詞",-0.309
"25259","赤の飯","あかのまんま","名詞",-0.30901
"25260","円盤投げ","えんばんなげ","名詞",-0.309022
"25261","書割","かきわり","名詞",-0.309098
"25262","猫板","ねこいた","名詞",-0.309116
"25263","即断","そくだん","名詞",-0.309116
"25264","射場","しゃじょう","名詞",-0.309118
"25265","曲面","きょくめん","名詞",-0.309133
"25266","発見","はっけん","名詞",-0.309154
"25267","面前","めんぜん","名詞",-0.309157
"25268","カドリール","カドリール","名詞",-0.309195
"25269","普通選挙","ふつうせんきょ","名詞",-0.3092
"25270","娼家","しょうか","名詞",-0.309205
"25271","鷽","うそ","名詞",-0.309222
"25272","周旋","しゅうせん","名詞",-0.309236
"25273","組踊","くみおどり","名詞",-0.30924
"25274","別して","べっして","副詞",-0.30927
"25275","退陣","たいじん","名詞",-0.309293
"25276","県","あがた","名詞",-0.309317
"25277","有蓋","ゆうがい","名詞",-0.30933
"25278","裏付け","うらづけ","名詞",-0.309331
"25279","深雪","しんせつ","名詞",-0.309334
"25280","レーヨン","レーヨン","名詞",-0.309347
"25281","酒石酸","しゅせきさん","名詞",-0.309349
"25282","五夜","ごや","名詞",-0.309366
"25283","焼増し","やきまし","名詞",-0.309386
"25284","石版","せきばん","名詞",-0.309402
"25285","座長","ざちょう","名詞",-0.309407
"25286","裏打","うらうち","名詞",-0.309411
"25287","大技","おおわざ","名詞",-0.30942
"25288","殿中","でんちゅう","名詞",-0.309426
"25289","御所車","ごしょぐるま","名詞",-0.309428
"25290","段物","だんもの","名詞",-0.309462
"25291","無精髭","ぶしょうひげ","名詞",-0.309465
"25292","サブ","サブタイトル","名詞",-0.309465
"25293","寄棟","よせむね","名詞",-0.309485
"25294","部外","ぶがい","名詞",-0.309508
"25295","銚釐","ちろり","名詞",-0.30951
"25296","小天地","しょうてんち","名詞",-0.309516
"25297","自今","じこん","名詞",-0.309531
"25298","同輩","どうはい","名詞",-0.309544
"25299","程","ほど","名詞",-0.309551
"25300","論告","ろんこく","名詞",-0.309574
"25301","客車","きゃくしゃ","名詞",-0.309587
"25302","なまじ","なまじ","副詞",-0.309595
"25303","待合","まちあい","名詞",-0.309616
"25304","木遣","きやり","名詞",-0.30963
"25305","空押し","からおし","名詞",-0.309637
"25306","オープン","オープンショップ","名詞",-0.30964
"25307","暗唱","あんしょう","名詞",-0.30964
"25308","食い下がる","くいさがる","動詞",-0.309644
"25309","禅問答","ぜんもんどう","名詞",-0.309652
"25310","温暖前線","おんだんぜんせん","名詞",-0.309663
"25311","冷厳","れいげん","名詞",-0.30967
"25312","家財","かざい","名詞",-0.309691
"25313","博労","ばくろう","名詞",-0.309726
"25314","子守","こもり","名詞",-0.309734
"25315","最小","さいしょう","名詞",-0.309747
"25316","長刀","ちょうとう","名詞",-0.309787
"25317","生面","せいめん","名詞",-0.309798
"25318","反駁","はんばく","名詞",-0.309801
"25319","居候","いそうろう","名詞",-0.309804
"25320","グリン　ピース","グリン　ピース","名詞",-0.309808
"25321","締","てい","名詞",-0.30981
"25322","通し狂言","とおしきょうげん","名詞",-0.309811
"25323","常磐木","ときわ","名詞",-0.309816
"25324","無蓋","むがい","名詞",-0.309824
"25325","学級","がっきゅう","名詞",-0.30984
"25326","ヘンルーダ","ヘンルーダ","名詞",-0.309847
"25327","臨御","りんぎょ","名詞",-0.309848
"25328","ありのみ","ありのみ","名詞",-0.309849
"25329","借受ける","かりうける","動詞",-0.309896
"25330","寝所","しんじょ","名詞",-0.309919
"25331","本籍","ほんせき","名詞",-0.309924
"25332","雨下","うか","名詞",-0.309925
"25333","コークス","コークス","名詞",-0.309926
"25334","不文律","ふぶんりつ","名詞",-0.309944
"25335","有意義","ゆういぎ","名詞",-0.309953
"25336","スクロール","スクロール","名詞",-0.309973
"25337","興奮剤","こうふんざい","名詞",-0.309977
"25338","呼び値","よびね","名詞",-0.309992
"25339","八重","やえ","名詞",-0.310012
"25340","遺影","いえい","名詞",-0.310015
"25341","切首","きりくび","名詞",-0.31002
"25342","海兵隊","かいへいたい","名詞",-0.310038
"25343","パート","パートタイム","名詞",-0.310086
"25344","風向き","かぜむき","名詞",-0.310105
"25345","休日","きゅうじつ","名詞",-0.310111
"25346","名付ける","なづける","動詞",-0.310111
"25347","梵刹","ぼんせつ","名詞",-0.310115
"25348","猪突","ちょとつ","名詞",-0.310136
"25349","礼返し","れいがえし","名詞",-0.310142
"25350","走書き","はしりがき","名詞",-0.310175
"25351","脱する","だっする","動詞",-0.310176
"25352","防潜網","ぼうせんもう","名詞",-0.31019
"25353","次ぐ","つぐ","動詞",-0.310192
"25354","菜っ葉","なっぱ","名詞",-0.310206
"25355","短波","たんぱ","名詞",-0.310209
"25356","軍帽","ぐんぼう","名詞",-0.310253
"25357","水先案内","みずさき","名詞",-0.310258
"25358","話術","わじゅつ","名詞",-0.310327
"25359","フラウ","フラウ","名詞",-0.310329
"25360","管掌","かんしょう","名詞",-0.310351
"25361","紋縮緬","もんちりめん","名詞",-0.310395
"25362","一席","いっせき","名詞",-0.310397
"25363","生繭","せいけん","名詞",-0.310398
